Brand,Price,Horsepower,Fuel Efficiency,encoded_brand,scaled_fuel_efficieny,scaled_horsepower,scaled_encoded_brand,Performance_Index
Brand D,31937,362,23.7,9,0.5479999999999999,0.655,1.0,0.008156996587030717
Brand Z,98901,269,28.0,7,0.72,0.4225,0.75,0.0019888575444131
Brand D,59524,449,15.9,9,0.23600000000000002,0.8725,1.0,0.005360358846851689
Brand E,56793,322,12.4,2,0.09600000000000002,0.555,0.125,0.00403430000176078
Brand A,55210,487,15.6,4,0.22399999999999998,0.9675,0.375,0.006259373301938055
Brand W,65947,210,13.2,1,0.12799999999999997,0.275,0.0,0.002289110952734772
Brand Z,98835,313,17.9,7,0.31599999999999995,0.5325,0.75,0.0022711590023777
Brand Z,45482,496,34.8,7,0.9919999999999999,0.99,0.75,0.007863330548348797
Brand Z,37148,239,18.1,7,0.32400000000000007,0.3475,0.75,0.004649779261333046
Brand W,78009,129,12.7,1,0.10799999999999997,0.0725,0.0,0.0012063992616236589
Brand D,35049,413,29.9,9,0.7959999999999999,0.7825,1.0,0.008504379582869695
Brand B,98465,238,27.2,5,0.688,0.345,0.5,0.0017748438531457876
Brand E,35531,315,16.2,2,0.24799999999999997,0.5375,0.125,0.00634263037910557
Brand Z,54716,179,22.5,7,0.5,0.1975,0.75,0.002413370860443015
Brand D,34334,242,25.9,9,0.6359999999999999,0.355,1.0,0.00516019106425118
Brand B,54299,357,12.2,5,0.08799999999999997,0.6425,0.5,0.004669699257813219
Brand X,70498,257,26.2,8,0.648,0.3925,0.875,0.002663337967034526
Brand Z,41568,420,26.7,7,0.6679999999999999,0.8,0.75,0.0072654445727482675
Brand W,48819,373,13.1,1,0.12399999999999999,0.6825,0.0,0.005428828939552223
Brand W,84934,159,25.8,1,0.632,0.1475,0.0,0.001401558857465797
Brand E,65785,394,31.3,2,0.852,0.735,0.125,0.004335182792429885
Brand B,60060,197,11.7,5,0.06799999999999998,0.2425,0.5,0.002354478854478854
Brand Y,75405,205,28.8,3,0.752,0.2625,0.25,0.002017638087659969
Brand Z,61560,135,18.3,7,0.332,0.0875,0.75,0.0016242690058479532
Brand E,69897,142,13.7,2,0.14799999999999996,0.105,0.125,0.0014808933144484025
Brand C,35176,157,28.6,6,0.7440000000000001,0.1425,0.625,0.003368205594723675
Brand A,48971,334,20.1,4,0.4040000000000001,0.585,0.375,0.004897388250188887
Brand Y,46983,428,22.8,3,0.512,0.82,0.25,0.006522359151182341
Brand W,58648,348,34.3,1,0.9719999999999999,0.62,0.0,0.004329047878870549
Brand B,42948,255,26.3,5,0.652,0.3875,0.5,0.004339899413243923
Brand W,57769,410,22.0,1,0.48,0.775,0.0,0.005082310581799927
Brand Y,99650,249,24.4,3,0.576,0.3725,0.25,0.0018225790265930756
Brand B,86107,289,15.5,5,0.22,0.4725,0.5,0.002403405065790238
Brand A,42266,240,29.5,4,0.78,0.35,0.375,0.004184214262054607
Brand D,73219,258,15.4,9,0.21600000000000003,0.395,1.0,0.0025296712601920266
Brand W,91610,321,18.6,1,0.3440000000000001,0.5525,0.0,0.0025136993777971836
Brand C,57808,174,33.1,6,0.924,0.185,0.625,0.0022787503459728757
Brand B,34906,143,33.9,5,0.956,0.1075,0.5,0.00315905574972784
Brand C,58013,479,13.7,6,0.14799999999999996,0.9475,0.625,0.005850585213659007
Brand E,56890,211,24.3,2,0.5720000000000001,0.2775,0.125,0.0027243803831956404
Brand W,36230,342,18.8,1,0.35200000000000004,0.605,0.0,0.006763455699696383
Brand A,55788,451,17.3,4,0.29200000000000004,0.8775,0.375,0.005751953825195382
Brand W,82758,184,28.2,1,0.728,0.21,0.0,0.001658570772614128
Brand B,98382,393,16.6,5,0.26400000000000007,0.7325,0.5,0.0028468622308958956
Brand D,83314,195,19.6,9,0.38400000000000006,0.2375,1.0,0.0017089564779028735
Brand B,60637,307,10.1,5,0.003999999999999986,0.5175,0.5,0.0035940102577634112
Brand E,32280,470,22.3,2,0.49200000000000005,0.925,0.125,0.010399318463444858
Brand C,56320,470,17.9,6,0.31599999999999995,0.925,0.625,0.005936967329545455
Brand B,49558,487,15.5,5,0.22,0.9675,0.5,0.006972638120989546
Brand X,70447,179,22.8,8,0.512,0.1975,0.875,0.0018757363691853449
Brand X,61304,495,22.1,8,0.48400000000000004,0.9875,0.875,0.005760309278350515
Brand D,96918,496,17.9,9,0.31599999999999995,0.99,1.0,0.0036378175364741327
Brand X,56965,492,32.0,8,0.88,0.98,0.875,0.0062143421399104715
Brand A,37049,215,15.8,4,0.23200000000000004,0.2875,0.375,0.0041901265891117175
Brand X,30810,452,23.3,8,0.532,0.88,0.875,0.010496267445634535
Brand D,94609,376,30.0,9,0.8,0.69,1.0,0.0028771047151962287
Brand B,80435,100,34.0,5,0.96,0.0,0.5,0.0009970783862746316
Brand X,91126,407,10.4,8,0.016000000000000014,0.7675,0.875,0.0031606786208107454
Brand D,73489,382,34.8,9,0.9919999999999999,0.705,1.0,0.0037807018737498125
Brand Y,35447,150,23.2,3,0.528,0.125,0.25,0.0031585183513414394
Brand A,49510,481,19.0,4,0.36,0.9525,0.375,0.006915774590991719
Brand B,32564,337,34.1,5,0.9640000000000001,0.5925,0.5,0.0075583466404618585
Brand D,44038,252,15.4,9,0.21600000000000003,0.38,1.0,0.004110540896498478
Brand W,53328,106,16.1,1,0.24400000000000005,0.015,0.0,0.0014819606960696067
Brand D,76953,149,22.9,9,0.5159999999999999,0.1225,1.0,0.001444648031915585
Brand X,89463,448,29.6,8,0.784,0.87,0.875,0.0036046186691704946
Brand Z,87809,339,13.8,7,0.15200000000000002,0.5975,0.75,0.0027496042546891544
Brand W,57805,335,16.3,1,0.252,0.5875,0.0,0.004141337254562753
Brand B,75854,233,23.2,5,0.528,0.3325,0.5,0.0022419384607271866
Brand C,55884,232,19.1,6,0.36400000000000005,0.33,0.625,0.003008553432109369
Brand Z,49339,194,29.1,7,0.764,0.235,0.75,0.0029293256855631444
Brand W,36395,143,31.3,1,0.852,0.1075,0.0,0.0030083802720153865
Brand C,48001,200,22.9,6,0.5159999999999999,0.25,0.625,0.0030597279223349514
Brand Z,36804,192,16.1,7,0.24400000000000005,0.23,0.75,0.0037830127160091293
Brand B,52424,304,27.3,5,0.6920000000000001,0.51,0.5,0.0042154356783152755
Brand X,80462,249,26.5,8,0.66,0.3725,0.875,0.002265044368770351
Brand Z,95518,480,17.7,7,0.308,0.95,0.75,0.00357325320881928
Brand E,30127,234,20.4,2,0.4159999999999999,0.335,0.125,0.005640123477279517
Brand X,86059,210,13.7,8,0.14799999999999996,0.275,0.875,0.0017558884021427162
Brand A,70594,223,33.6,4,0.9440000000000001,0.3075,0.375,0.002354024421338924
Brand B,68456,101,31.4,5,0.856,0.0025,0.5,0.00117038681780998
Brand E,83196,412,20.0,2,0.4,0.78,0.125,0.003538631664983893
Brand X,65630,415,13.2,8,0.12799999999999997,0.7875,0.875,0.004486667682462289
Brand X,85173,463,27.1,8,0.684,0.9075,0.875,0.0039006492667864223
Brand A,67350,222,32.6,4,0.904,0.305,0.375,0.002452561247216035
Brand E,37694,281,29.6,2,0.784,0.4525,0.125,0.00545391839550061
Brand Z,82876,109,19.6,7,0.38400000000000006,0.0225,0.75,0.0009916019112891548
Brand E,77329,218,20.1,2,0.4040000000000001,0.295,0.125,0.002051364947173764
Brand B,67405,258,32.7,5,0.9080000000000001,0.395,0.5,0.002824864624286032
Brand Y,46727,229,30.7,3,0.828,0.3225,0.25,0.0036276670875510946
Brand A,65709,487,26.7,4,0.6679999999999999,0.9675,0.375,0.005309927102832184
Brand C,52127,425,22.3,6,0.49200000000000005,0.8125,0.625,0.005835555470293706
Brand A,49990,134,33.9,4,0.956,0.085,0.375,0.0020798159631926385
Brand Z,48557,129,28.2,7,0.728,0.0725,0.75,0.002033898305084746
Brand C,92432,280,27.2,6,0.688,0.45,0.625,0.0022087588713865327
Brand A,30298,188,20.5,4,0.42,0.22,0.375,0.004546504719783484
Brand Z,70656,212,26.2,7,0.648,0.28,0.75,0.002211560235507246
Brand A,42575,207,29.2,4,0.768,0.2675,0.375,0.0036091603053435106
Brand Y,78638,174,21.6,3,0.4640000000000001,0.185,0.25,0.0016312724128284036
Brand Y,83679,293,15.9,3,0.23600000000000002,0.4825,0.25,0.002508036663918068
Brand D,80913,193,28.6,9,0.7440000000000001,0.2325,1.0,0.0017757344308083993
Brand C,81374,420,22.4,6,0.49599999999999994,0.8,0.625,0.0036955292845380593
Brand Y,30144,439,27.5,3,0.7,0.8475,0.25,0.010468086518046708
Brand C,61843,134,16.9,6,0.27599999999999997,0.085,0.625,0.0015987258056691944
Brand Z,94728,407,22.3,7,0.49200000000000005,0.7675,0.75,0.0030781817414069755
Brand X,52181,107,11.9,8,0.07600000000000001,0.0175,0.875,0.0015038040666142847
Brand W,37735,431,12.0,1,0.08,0.8275,0.0,0.008090632039220882
Brand B,63870,284,31.8,5,0.872,0.46,0.5,0.003261938312196649
Brand D,85158,325,28.8,9,0.752,0.5625,1.0,0.0027729631978205215
Brand Y,52276,482,19.1,3,0.36400000000000005,0.955,0.25,0.006563815135052414
Brand X,71429,156,23.0,8,0.52,0.14,0.875,0.001625390247658514
Brand D,62085,146,14.3,9,0.17200000000000004,0.115,1.0,0.0017152291213658694
Brand Y,36532,470,14.6,3,0.184,0.925,0.25,0.009125698018175846
Brand D,63691,128,29.0,9,0.76,0.07,1.0,0.001543389175864722
Brand C,56492,338,16.9,6,0.27599999999999997,0.595,0.625,0.0042779508602988035
Brand A,60662,216,10.9,4,0.03600000000000001,0.29,0.375,0.002546404668490983
Brand C,37834,352,19.1,6,0.36400000000000005,0.63,0.625,0.006664111645609768
Brand B,38030,254,17.2,5,0.288,0.385,0.5,0.004810938732579542
Brand B,76843,108,26.7,5,0.6679999999999999,0.02,0.5,0.0010880626732428457
Brand A,95377,306,30.6,4,0.8240000000000001,0.515,0.375,0.0023420740849471045
Brand B,67065,427,14.5,5,0.18,0.8175,0.5,0.004521732647431596
Brand B,86846,198,33.9,5,0.956,0.245,0.5,0.0017130322640075534
Brand Y,43111,350,13.8,3,0.15200000000000002,0.625,0.25,0.005779035512978125
Brand D,93903,247,18.0,9,0.32,0.3675,1.0,0.0018987678774906019
Brand Z,35045,360,13.0,7,0.12,0.65,0.75,0.007302040233984876
Brand C,46053,454,22.8,6,0.512,0.885,0.625,0.007049269320131152
Brand X,84259,313,19.8,8,0.392,0.5325,0.875,0.0026708126134893603
Brand D,72315,100,23.7,9,0.5479999999999999,0.0,1.0,0.001066307128534882
Brand B,67702,226,19.1,5,0.36400000000000005,0.315,0.5,0.0024213464890254347
Brand Y,91655,404,15.6,3,0.22399999999999998,0.76,0.25,0.003136544651137417
Brand A,31960,311,10.6,4,0.023999999999999987,0.5275,0.375,0.0069111389236545685
Brand Z,70975,115,22.2,7,0.488,0.0375,0.75,0.001228038041563931
Brand D,92444,328,21.1,9,0.44400000000000006,0.57,1.0,0.0025521396737484318
Brand W,38220,341,34.3,1,0.9719999999999999,0.6025,0.0,0.006514652014652014
Brand E,44377,396,18.5,2,0.34,0.74,0.125,0.006371543817743425
Brand B,81156,495,20.6,5,0.42400000000000004,0.9875,0.5,0.004345704568978264
Brand C,99559,421,14.4,6,0.17600000000000002,0.8025,0.625,0.003003445193302464
Brand C,83444,495,15.3,6,0.21200000000000002,0.9875,0.625,0.0042074924500263644
Brand A,89269,453,17.5,4,0.3,0.8825,0.375,0.003610995978447165
Brand Z,89069,212,10.6,7,0.023999999999999987,0.28,0.75,0.0017018266737024103
Brand A,59260,250,25.1,4,0.6040000000000001,0.375,0.375,0.003080155248059399
Brand D,81760,144,12.5,9,0.1,0.11,1.0,0.0012787426614481409
Brand Y,93462,369,18.7,3,0.348,0.6725,0.25,0.002823714450792836
Brand D,82156,209,22.8,9,0.512,0.2725,1.0,0.001864014801110083
Brand A,93983,111,11.3,4,0.052000000000000025,0.0275,0.375,0.0008628156155900534
Brand B,84257,495,25.4,5,0.616,0.9875,0.5,0.004202855549093844
Brand W,40489,293,34.3,1,0.9719999999999999,0.4825,0.0,0.0053197164662006965
Brand W,43049,470,23.7,1,0.5479999999999999,0.925,0.0,0.00780761457873586
Brand W,64837,160,16.1,1,0.24400000000000005,0.15,0.0,0.001801903234264386
Brand Y,72900,197,28.3,3,0.732,0.2425,0.25,0.0020080932784636487
Brand D,71112,452,14.5,9,0.18,0.88,1.0,0.004510490493868827
Brand Z,91222,269,24.9,7,0.596,0.4225,0.75,0.0021460831816886277
Brand B,75851,105,12.6,5,0.10399999999999998,0.0125,0.5,0.001018839567045919
Brand D,93299,250,23.7,9,0.5479999999999999,0.375,1.0,0.0019518965905315172
Brand W,78170,117,26.0,1,0.64,0.0425,0.0,0.0011474990405526415
Brand W,60839,317,22.9,1,0.5159999999999999,0.5425,0.0,0.0037602524696329653
Brand Y,80598,270,17.6,3,0.30400000000000005,0.425,0.25,0.0024104816496687263
Brand W,39298,250,26.5,1,0.66,0.375,0.0,0.00465545320372538
Brand W,88544,218,11.3,1,0.052000000000000025,0.295,0.0,0.001761722985182508
Brand B,49949,294,15.3,5,0.21200000000000002,0.485,0.5,0.00421209633826503
Brand Z,90729,440,16.5,7,0.26,0.85,0.75,0.0034492830296817996
Brand X,34434,370,11.0,8,0.04,0.675,0.875,0.007617471104141256
Brand Y,98692,220,23.7,3,0.5479999999999999,0.3,0.25,0.0016324524784177036
Brand W,89564,279,13.5,1,0.14,0.4475,0.0,0.002225782680541289
Brand W,60835,375,27.5,1,0.7,0.6875,0.0,0.00445056299827402
Brand X,42728,267,14.2,8,0.16799999999999998,0.4175,0.875,0.00447388129563752
Brand Y,66507,183,19.1,3,0.36400000000000005,0.2075,0.25,0.0020122693851775
Brand D,92335,183,20.0,9,0.4,0.2075,1.0,0.0014523203552282448
Brand Y,65183,153,34.6,3,0.9840000000000001,0.1325,0.25,0.0018023104183606154
Brand C,63535,325,23.5,6,0.54,0.5625,0.625,0.0036916660108601554
Brand B,80933,301,13.7,5,0.14799999999999996,0.5025,0.5,0.002654170733816861
Brand B,87792,217,15.4,5,0.21600000000000003,0.2925,0.5,0.0017828503736103515
Brand B,48979,392,27.5,5,0.7,0.73,0.5,0.005770840564323485
Brand Y,88251,382,17.7,3,0.308,0.705,0.25,0.003090163284268733
Brand W,61289,245,26.3,1,0.652,0.3625,0.0,0.0029269526342410547
Brand Z,35529,196,10.9,7,0.03600000000000001,0.24,0.75,0.003953671648512483
Brand A,66096,243,18.5,4,0.34,0.3575,0.375,0.002657498184458969
Brand Y,67530,189,21.5,3,0.46,0.2225,0.25,0.0020546423811639266
Brand A,89310,122,16.6,4,0.26400000000000007,0.055,0.375,0.0010119807412383832
Brand W,40447,276,24.9,1,0.596,0.44,0.0,0.00496130738991767
Brand W,97359,345,20.8,1,0.43200000000000005,0.6125,0.0,0.0025446029642868144
Brand W,34359,380,32.9,1,0.9159999999999999,0.7,0.0,0.008029046246980413
Brand Z,99192,377,15.4,7,0.21600000000000003,0.6925,0.75,0.0027070731510605694
Brand B,90043,417,10.7,5,0.027999999999999973,0.7925,0.5,0.0032774341148118116
Brand C,64680,454,31.8,6,0.872,0.885,0.625,0.005060915275200989
Brand W,75148,136,15.2,1,0.20799999999999996,0.09,0.0,0.0013275137062862617
Brand B,87547,408,20.2,5,0.408,0.77,0.5,0.003331467668795047
Brand E,31172,420,18.3,2,0.332,0.8,0.125,0.009607660721160016
Brand C,95707,440,28.7,6,0.748,0.85,0.625,0.003308117483569645
Brand W,94843,329,27.3,1,0.6920000000000001,0.5725,0.0,0.002514576721529264
Brand X,97060,245,23.6,8,0.544,0.3625,0.875,0.0018398928497836392
Brand A,75199,301,25.1,4,0.6040000000000001,0.5025,0.375,0.002902033271719039
Brand X,76366,280,12.8,8,0.11200000000000003,0.45,0.875,0.002616871382552445
Brand B,67976,468,14.3,5,0.17200000000000004,0.92,0.5,0.004882458514769919
Brand E,34488,173,11.0,2,0.04,0.1825,0.125,0.003607051728137323
Brand Z,64404,345,22.7,7,0.508,0.6125,0.75,0.00385550586920067
Brand B,42200,301,34.5,5,0.98,0.5025,0.5,0.005238151658767772
Brand X,79799,443,31.6,8,0.8640000000000001,0.8575,0.875,0.004004812090377072
Brand D,69195,447,19.5,9,0.38,0.8675,1.0,0.0046065467158031646
Brand Y,92810,280,12.6,3,0.10399999999999998,0.45,0.25,0.002152569766188988
Brand C,81978,423,34.9,6,0.996,0.8075,0.625,0.0037396618604991576
Brand C,88385,289,26.8,6,0.672,0.4725,0.625,0.002379815579566668
Brand E,75100,472,33.4,2,0.9359999999999999,0.93,0.125,0.0045328894806924095
Brand Y,67037,381,28.8,3,0.752,0.7025,0.25,0.0041072840371735005
Brand A,82777,355,15.7,4,0.22799999999999998,0.6375,0.375,0.003058941493410005
Brand Z,43083,492,15.4,7,0.21600000000000003,0.98,0.75,0.008101107165239188
Brand B,68453,269,27.9,5,0.716,0.4225,0.5,0.002873066191401399
Brand W,97086,212,28.3,1,0.732,0.28,0.0,0.0016159899470572481
Brand E,72710,415,16.8,2,0.272,0.7875,0.125,0.0040646403520836205
Brand D,44418,114,13.1,9,0.12399999999999999,0.035,1.0,0.0018850466027286233
Brand E,65011,365,18.1,2,0.32400000000000007,0.6625,0.125,0.004013628462875512
Brand X,35728,210,10.2,8,0.007999999999999972,0.275,0.875,0.004200067174205105
Brand A,97112,120,28.8,4,0.752,0.05,0.375,0.0009539500782601532
Brand A,30966,460,14.9,4,0.196,0.9,0.375,0.010542853452173352
Brand D,69120,388,23.7,9,0.5479999999999999,0.72,1.0,0.004032262731481481
Brand W,78356,332,13.1,1,0.12399999999999999,0.58,0.0,0.0030161059778447087
Brand Z,89383,358,31.3,7,0.852,0.645,0.75,0.002908718660147903
Brand Y,85126,351,18.6,3,0.3440000000000001,0.6275,0.25,0.002951859596363038
Brand W,68061,302,31.2,1,0.848,0.505,0.0,0.003243560923289402
Brand A,98658,229,30.5,4,0.82,0.3225,0.375,0.0017175495144843803
Brand C,78253,283,13.2,6,0.12799999999999997,0.4575,0.625,0.002582137426041174
Brand E,57433,184,16.0,2,0.24,0.21,0.125,0.002326188776487385
Brand A,36356,352,29.9,4,0.7959999999999999,0.63,0.375,0.007024150071515018
Brand E,47997,188,21.4,2,0.45599999999999996,0.22,0.125,0.0028755963914411315
Brand X,39385,158,24.7,8,0.588,0.145,0.875,0.0029963183953281704
Brand Z,72502,407,14.6,7,0.184,0.7675,0.75,0.00398995889768558
Brand Z,97285,433,33.5,7,0.94,0.8325,0.75,0.003218892943413681
Brand C,81601,486,21.0,6,0.44,0.965,0.625,0.004246271491770934
Brand A,54311,405,11.0,4,0.04,0.7625,0.375,0.005280698201101067
Brand Y,86281,240,25.6,3,0.6240000000000001,0.35,0.25,0.0020361377360021324
Brand B,32181,174,16.2,5,0.24799999999999997,0.185,0.5,0.003935862776172276
Brand W,80820,191,34.4,1,0.976,0.2275,0.0,0.0017819846572630536
Brand E,88923,282,25.7,2,0.628,0.455,0.125,0.002306602341351506
Brand E,54287,466,31.6,2,0.8640000000000001,0.915,0.125,0.0061834324976513715
Brand X,53305,332,28.8,8,0.752,0.58,0.875,0.00452190226057593
Brand E,70316,400,24.2,2,0.568,0.75,0.125,0.004085272199783833
Brand X,79932,484,32.4,8,0.8959999999999999,0.96,0.875,0.004360206175248961
Brand B,36721,243,17.5,5,0.3,0.3575,0.5,0.004775196753901038
Brand A,70291,313,28.7,4,0.748,0.5325,0.375,0.0032395327993626493
Brand Y,51648,361,15.5,3,0.22,0.6525,0.25,0.0049827679677819075
Brand B,40322,447,30.5,5,0.82,0.8675,0.5,0.007986955012152174
Brand B,97085,291,15.1,5,0.204,0.4775,0.5,0.002144821548127929
Brand E,71480,138,32.6,2,0.904,0.095,0.125,0.0014882484611080022
Brand Z,84560,240,12.0,7,0.08,0.35,0.75,0.0020293282876064334
Brand D,99756,108,30.8,9,0.8320000000000001,0.02,1.0,0.0008504751593889088
Brand D,30449,173,19.0,9,0.36,0.1825,1.0,0.004164340372426024
Brand W,41717,264,17.6,1,0.30400000000000005,0.41,0.0,0.004556415849653618
Brand D,85108,103,19.5,9,0.38,0.0075,1.0,0.000915895097993138
Brand A,65734,115,31.1,4,0.8440000000000001,0.0375,0.375,0.0013665682903824504
Brand D,31972,287,27.9,9,0.716,0.4675,1.0,0.006545414737895658
Brand E,59327,465,12.3,2,0.09200000000000003,0.9125,0.125,0.005548738348475399
Brand C,79904,452,27.3,6,0.6920000000000001,0.88,0.625,0.004062249699639567
Brand B,89342,246,24.2,5,0.568,0.365,0.5,0.002008685724519263
Brand B,78900,315,29.1,5,0.764,0.5375,0.5,0.0029053231939163496
Brand W,69039,240,34.3,1,0.9719999999999999,0.35,0.0,0.0025824533959066614
Brand Y,37459,233,21.6,3,0.4640000000000001,0.3325,0.25,0.004527082944018794
Brand Z,70262,421,32.7,7,0.9080000000000001,0.8025,0.75,0.004333921607696906
Brand X,96710,234,12.7,8,0.10799999999999997,0.335,0.875,0.0017331196360252299
Brand B,34371,348,12.3,5,0.09200000000000003,0.62,0.5,0.0071947281138168805
Brand W,73970,430,22.2,1,0.488,0.825,0.0,0.004159253751520887
Brand A,64160,281,12.5,4,0.1,0.4525,0.375,0.003124220698254364
Brand W,82435,329,31.4,1,0.856,0.5725,0.0,0.002907988111845696
Brand X,79441,320,34.2,8,0.9680000000000001,0.55,0.875,0.0029488551251872458
Brand C,55354,148,28.5,6,0.74,0.12,0.625,0.0020260505112548325
Brand Y,94471,387,30.3,3,0.812,0.7175,0.25,0.002963766658551301
Brand A,31787,457,31.7,4,0.868,0.8925,0.375,0.010363041494950764
Brand C,96356,488,30.8,6,0.8320000000000001,0.97,0.625,0.0036410809913238404
Brand D,58965,444,28.0,9,0.72,0.86,1.0,0.005413380819129991
Brand Y,63871,338,27.5,3,0.7,0.595,0.25,0.0038335081648948662
Brand B,74234,343,17.7,5,0.308,0.6075,0.5,0.0033058975671525176
Brand E,97545,492,32.0,2,0.88,0.98,0.125,0.0036290942641857603
Brand A,57753,100,23.0,4,0.52,0.0,0.375,0.0013315325610790782
Brand B,37127,243,18.1,5,0.32400000000000007,0.3575,0.5,0.004727826110377892
Brand A,40818,392,13.1,4,0.12399999999999999,0.73,0.375,0.006818805428977412
Brand W,50428,178,25.7,1,0.628,0.195,0.0,0.002623740778932339
Brand W,48699,389,32.2,1,0.8880000000000001,0.7225,0.0,0.0057898519476785966
Brand W,60822,222,22.3,1,0.49200000000000005,0.305,0.0,0.002664989641905889
Brand Z,93744,471,10.8,7,0.03200000000000003,0.9275,0.75,0.0035515873015873017
Brand E,72794,329,21.2,2,0.44799999999999995,0.5725,0.125,0.003251092122977168
Brand Z,70469,267,12.5,7,0.1,0.4175,0.75,0.0027054449474236894
Brand W,47494,153,31.3,1,0.852,0.1325,0.0,0.0024527308712679495
Brand B,77727,391,31.7,5,0.868,0.7275,0.5,0.0036436502116381692
Brand B,32011,269,27.5,5,0.7,0.4225,0.5,0.006140076848583299
Brand E,53076,339,21.0,2,0.44,0.5975,0.125,0.004589645037304997
Brand E,57137,174,26.3,2,0.652,0.185,0.125,0.002269807655284667
Brand X,79919,497,23.7,8,0.5479999999999999,0.9925,0.875,0.004442122649182297
Brand A,59765,349,10.6,4,0.023999999999999987,0.6225,0.375,0.004140885133439303
Brand Z,82327,460,31.7,7,0.868,0.9,0.75,0.004026746996732542
Brand Y,32428,140,18.1,3,0.32400000000000007,0.1,0.25,0.003189527568767732
Brand Z,95232,456,19.7,7,0.38799999999999996,0.89,0.75,0.003413873487903226
Brand Z,99221,300,23.6,7,0.544,0.5,0.75,0.0021878432993015593
Brand B,60567,384,24.1,5,0.5640000000000001,0.71,0.5,0.004557432265094853
Brand Z,95262,377,13.2,7,0.12799999999999997,0.6925,0.75,0.002811824232117738
Brand C,77543,135,13.1,6,0.12399999999999999,0.0875,0.625,0.0012693602259391565
Brand B,70897,144,20.8,5,0.43200000000000005,0.11,0.5,0.001509795901095956
Brand D,97339,222,17.1,9,0.28400000000000003,0.305,1.0,0.001649184807733796
Brand Z,33000,434,20.2,7,0.408,0.835,0.75,0.009389696969696968
Brand Z,57792,355,34.2,7,0.9680000000000001,0.6375,0.75,0.004477436323366556
Brand E,32552,375,16.5,2,0.26,0.6875,0.125,0.008216085033177684
Brand A,84781,129,34.8,4,0.9919999999999999,0.0725,0.375,0.001188237930668428
Brand A,81315,120,14.0,4,0.16,0.05,0.375,0.0010846707249584947
Brand X,39545,105,32.0,8,0.88,0.0125,0.875,0.002101403464407637
Brand Z,33802,266,13.0,7,0.12,0.415,0.75,0.005623927578249807
Brand A,34077,434,31.4,4,0.856,0.835,0.375,0.00919153681368665
Brand Y,43168,124,18.1,3,0.32400000000000007,0.06,0.25,0.002136536323202372
Brand Z,63558,125,10.4,7,0.016000000000000014,0.0625,0.75,0.0014257843229805848
Brand C,94960,103,34.3,6,0.9719999999999999,0.0075,0.625,0.0008676284751474304
Brand B,99784,260,29.8,5,0.792,0.4,0.5,0.0019135332317806461
Brand A,81706,127,13.2,4,0.12799999999999997,0.0675,0.375,0.0011365138423126819
Brand X,75873,360,25.4,8,0.616,0.65,0.875,0.003421770590328575
Brand W,64001,491,16.5,1,0.26,0.9775,0.0,0.005447571131701067
Brand B,32452,451,21.6,5,0.4640000000000001,0.8775,0.5,0.009927893504252435
Brand Y,75204,275,13.8,3,0.15200000000000002,0.4375,0.25,0.00261475453433328
Brand Z,88487,443,28.3,7,0.732,0.8575,0.75,0.0036004158802988005
Brand B,41943,148,19.0,5,0.36,0.12,0.5,0.002605917554776721
Brand X,42452,168,16.0,8,0.24,0.17,0.875,0.002883256383680392
Brand Z,35922,278,32.1,7,0.884,0.445,0.75,0.0056853738655976835
Brand W,90640,283,21.9,1,0.4759999999999999,0.4575,0.0,0.0022580538393645187
Brand Z,86360,288,14.4,7,0.17600000000000002,0.47,0.75,0.002384437239462714
Brand D,41152,338,33.3,9,0.9319999999999999,0.595,1.0,0.005992175349922239
Brand A,55236,304,33.0,4,0.92,0.51,0.375,0.00403179086103266
Brand W,69453,447,23.4,1,0.5359999999999999,0.8675,0.0,0.00460628050624163
Brand B,66891,471,22.5,5,0.5,0.9275,0.5,0.00502982464008611
Brand B,35648,145,27.9,5,0.716,0.1125,0.5,0.003082080341113106
Brand E,36964,122,20.5,2,0.42,0.055,0.125,0.002476734119684017
Brand Y,86957,344,17.0,3,0.28,0.61,0.25,0.0028278344469105415
Brand E,84514,415,18.4,2,0.33599999999999997,0.7875,0.125,0.003502614951369004
Brand B,44723,463,18.0,5,0.32,0.9075,0.5,0.007367573731636964
Brand E,50497,464,17.8,2,0.31200000000000006,0.91,0.125,0.006537814127571933
Brand E,73522,381,29.5,2,0.78,0.7025,0.125,0.003747857784064634
Brand A,32849,414,17.5,4,0.3,0.785,0.375,0.008982008584736216
Brand D,36967,177,16.5,9,0.26,0.1925,1.0,0.0034855411583304026
Brand C,30521,109,28.1,6,0.7240000000000001,0.0225,0.625,0.0027761213590642504
Brand A,55213,152,20.7,4,0.428,0.13,0.375,0.0020395559016898194
Brand E,60306,438,23.3,2,0.532,0.845,0.125,0.0051999801014824395
Brand E,60721,424,18.1,2,0.32400000000000007,0.81,0.125,0.004977355445397802
Brand X,67258,377,19.1,8,0.36400000000000005,0.6925,0.875,0.0040088911356269885
Brand X,93568,378,11.9,8,0.07600000000000001,0.695,0.875,0.0028660439466484263
Brand B,76266,234,24.5,5,0.58,0.335,0.5,0.0022441192667768074
Brand C,89502,368,21.5,6,0.46,0.67,0.625,0.0029502134030524453
Brand Z,70955,374,12.2,7,0.08799999999999997,0.685,0.75,0.003741244450708196
Brand Y,54742,452,28.3,3,0.732,0.88,0.25,0.005934931131489533
Brand B,32101,188,15.5,5,0.22,0.22,0.5,0.004244416061804928
